Reviewer Name,Review Date,Star Rating,Review Text,Total Reviews by Reviewer,Total Photos by Reviewer,Is Local Guide,Number of Images,Image URLs,Price per Person,Food Rating,Service Rating,Atmosphere Rating,Recommended Dishes
Titanilla Braun,2 years ago,5,"The food is really good, the drinks as well and the place is very nice. The perfect place for a night out with friends.",41,33,True,2,"https://lh5.googleusercontent.com/p/AF1QipPz9m-URC7NCEQfiHxcPL_tnPxVm8kFpVKkAdKt=w450-h675-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNPb6L_dars4e2aHHoqgEGcm6PjPE7SlQWk84gQ=w450-h675-p-k-no",Not found,Not rated,Not rated,Not rated,Not found
Steve Harrison,3 months ago,5,This is a nice pub.  Friendly staff.  The food came out quick and was delicious,181,639,True,0,,£10–20,5,5,5,Not found
KARAM SIDHU,4 months ago,1,I ordered breakfast. Never received said breakfast and when I asked the manager he refused to assist me in any meaningful way also refusing to give me a refund,3,No photos count,False,0,,£1–10,1,1,1,Not found
Moose Garry,3 months ago,5,"Hannah Rossiter makes this place well worth the 5 stars, she lights up the Ford Maddox brown (FMB) with her service and professionallism",1,No photos count,False,0,,Not found,5,5,5,Not found
Loopy Loops,5 months ago,1,"Food was really poor , all meal just warm, Chicken 🍗 were smaller than a little finger and as wide as a little finger. We didn't even eat our food it was that poor. I won't be visiting this place any time soon nor will there be any meeting point. …",144,41,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Kai,9 months ago,5,AMAZING dark place. If I could give one piece of advice dim the lights even more as my eyes felt slightly irritated by the window. Chef did a grand job even let me add my own toppings to the pizza with a mayo base. Definitely will be coming back here. Perfect date night.,2,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Stuart Seale,3 weeks ago,5,Had a great coffee here. Friendly staff. WiFi was not working,406,856,True,0,,£1–10,Not rated,Not rated,Not rated,Not found
Philip Reece-Hall,5 years ago,5,"My partner and I regularly visit on a Sunday morning for breakfast.  I can thoroughly recommend the traditional breakfast, it is fresh, tasty and not greasy at all. The coffee is also top notch (Franke A800 coffee machine).  Arrive before 10.30am for breakfast as it does start to get a little busy. The Ford Maddox is also great in the evening.",93,25,True,1,https://lh5.googleusercontent.com/p/AF1QipOPvkDezq8hUk24xhq_zW8pUJspvrhUB0MsRj72=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Harry Meadows,2 weeks ago,2,Food is bad...for spoons...so bad. Pint of Coors tasted like line cleaner...not good...,10,No photos count,False,0,,£10–20,2,4,4,Not found
Sydney King,7 months ago,5,"Had a nice, cheap meal! Step free and the accessible bathroom was clean and spacious (I'm a wheelchair user). The bar is pretty high, but I could use the app to order!",59,46,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Andy Dix,3 months ago,5,Dropped in for a couple of drinks before heading to our hotel. Good ales and good service. Thanks.,201,221,True,0,,£10–20,Not rated,5,5,Not found
Lily Compton,3 months ago,5,"Fantastic experience at Ford Madox Wetherspoons. Friendly staff, delicious food, and a lively atmosphere! 👍🏼",2,No photos count,False,0,,£10–20,5,5,5,"Chicken Wings, Chips, Burger, Style Pancakes"
Charlie Monomon,5 months ago,5,Great for drinks and people watching. Has cheap food that comes quick! Friendly staff,66,182,True,0,,Not found,Not rated,Not rated,Not rated,Not found
