Reviewer Name,Review Date,Star Rating,Review Text,Total Reviews by Reviewer,Total Photos by Reviewer,Is Local Guide,Number of Images,Image URLs,Price per Person,Food Rating,Service Rating,Atmosphere Rating,Recommended Dishes
Ross Hewit,9 months ago,2,The large breakfast was the perfect balance of hot and cold food! The eggs bacon and beans were cold but the sausage and toast hot! Was the only customer in the building 😬  the free refill coffees from the machine was the best part …,115,10,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Edward McTernan,9 months ago,5,Maybe a tad on the small side but actually a pretty nice scampi and chips. Had a leffe on tap. Busy on a Friday night but food came in 15 minutes.  Very mixed crowd and lively atmosphere. Sounds like a club night upstairs!,22,21,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Gary Jones,2 months ago,3,Didnt eat there  but served quickly...no atmosphere and not that clean but alright,66,No photos count,True,0,,Not found,Not rated,4,1,Not found
Ryan Hutchinson,3 months ago,5,"Food was good, service was fast, would recommend using the witherspoon app.",34,66,True,0,,£10–20,4,5,5,Steak and Frites
jacki Leach,3 weeks ago,4,Lovely fish n chips. Who doesn't like a Weatherspoons,76,54,True,0,,£10–20,5,5,4,Not found
Steve Davies,3 months ago,4,"Bang on, always enjoy Manchester, even though I'm from other side of pennines, seven stars adds to a good day out",50,No photos count,False,0,,£10–20,4,5,5,Not found
John Gore,2 weeks ago,5,Love this place and the food looked nice thanks,84,No photos count,True,0,,Not found,Not rated,5,5,Not found
Dally Singh,2 months ago,1,Ordered breakfast found hair on eggs food was cold appart from toast and bacon,11,No photos count,False,0,,£20–30,Not rated,Not rated,Not rated,Not found
Rachel Gill,5 months ago,1,Food was unedible service was disgusting when approached the manager was told I'm not changing or refunding your money stay away i,2,No photos count,False,0,,Not found,1,1,1,Not found
Daniel Hill,4 months ago,4,Good place to go for some food. Place gets abit loud due to the location,43,1,True,0,,Not found,4,4,3,Not found
Sharon Maguire,4 months ago,4,"Popped in for a quick drink and bite to eat before our concert. Usual wetherspoons,  you know what you're getting.",68,119,True,0,,£10–20,4,4,4,Not found
Danny Hunter,2 months ago,4,It's a very good wetherspoons. Clean efficient and friendly,36,23,True,0,,£1–10,4,5,3,Burger and Fries
ann coupe,3 months ago,5,Went for a birthday celebration great choice of food and wine at reasonable prices,8,No photos count,False,0,,£10–20,5,5,5,Not found
